Martin Frk,Los Angeles Kings,Right Wing,6
Mason Appleton,Winnipeg Jets,Center,5
Matt Martin,New York Islanders,Left Wing,5
Bobby Ryan,Ottawa Senators,Right Wing,5
Brendan Guhle,Anaheim Ducks,Defensemen,4
Tyler Motte,Vancouver Canucks,Center,4
Kurtis MacDermid,Los Angeles Kings,Defensemen,3
Josh Brown,Florida Panthers,Defensemen,3
Brendan Smith,New York Rangers,Defensemen,3
Andrej Sekera,Dallas Stars,Defensemen,2
Dennis Cholowski,Detroit Red Wings,Defensemen,2
Jay Beagle,Vancouver Canucks,Center,2
Scott Harrington,Columbus Blue Jackets,Defensemen,1
Nathan Beaulieu,Winnipeg Jets,Defensemen,1
Vladislav Kamenev,Colorado Avalanche,Center,1
Rasmus Sandin,Toronto Maple Leafs,Defensemen,1
Trevor van Riemsdyk,Carolina Hurricanes,Defensemen,1
Logan Brown,Ottawa Senators,Center,1
Matt Benning,Edmonton Oilers,Defensemen,1
Cody Ceci,Toronto Maple Leafs,Defensemen,1
Brian Dumoulin,Pittsburgh Penguins,Defensemen,1
Nick Jensen,Washington Capitals,Defensemen,0
Dan Hamhuis,Nashville Predators,Defensemen,0
Anthony Bitetto,Winnipeg Jets,Defensemen,0
Mark Jankowski,Calgary Flames,Center,5
Mathieu Joseph,Tampa Bay Lightning,Right Wing,4
Joakim Nordstrom,Boston Bruins,Center,4
Cal Clutterbuck,New York Islanders,Right Wing,3
Gabriel Vilardi,Los Angeles Kings,Center,3
Joel Kellman,San Jose Sharks,Center,3
Oliver Kylington,Calgary Flames,Defensemen,2
Carl Gunnarsson,St. Louis Blues,Defensemen,2
Morgan Frost,Philadelphia Flyers,Center,2
Jon Merrill,Vegas Golden Knights,Defensemen,2
Michael Stone,Calgary Flames,Defensemen,2
Mirco Mueller,New Jersey Devils,Defensemen,2
Taro Hirose,Detroit Red Wings,Left Wing,2
Jansen Harkins,Winnipeg Jets,Center,2
Juuso Riikola,Pittsburgh Penguins,Defensemen,1
Antti Suomela,San Jose Sharks,Center,1
Jan Rutta,Tampa Bay Lightning,Defensemen,1
Noah Dobson,New York Islanders,Defensemen,1
Zach Bogosian,Tampa Bay Lightning,Defensemen,1
Jordie Benn,Vancouver Canucks,Defensemen,1
Trevor Daley,Detroit Red Wings,Defensemen,0
Brett Kulak,Montreal Canadiens,Defensemen,0
Tim Schaller,Los Angeles Kings,Left Wing,5
Zack MacEwen,Vancouver Canucks,Center,5
Joey Anderson,New Jersey Devils,Right Wing,4
Nicholas Shore,Winnipeg Jets,Center,3
Mitchell Stephens,Tampa Bay Lightning,Center,3
Justin Dowling,Dallas Stars,Center,3
Tom Kuhnhackl,New York Islanders,Right Wing,3
Par Lindholm,Boston Bruins,Center,3
Filip Chlapik,Ottawa Senators,Center,3
Matthew Highmore,Chicago Blackhawks,Center,2
Robert Bortuzzo,St. Louis Blues,Defensemen,2
Chad Ruhwedel,Pittsburgh Penguins,Defensemen,2
Yakov Trenin,Nashville Predators,Center,2
Scott Sabourin,Ottawa Senators,Right Wing,2
Gabriel Bourque,Winnipeg Jets,Left Wing,2
Brett Ritchie,Boston Bruins,Right Wing,2
Calvin de Haan,Chicago Blackhawks,Defensemen,1
Karson Kuhlman,Boston Bruins,Center,1
Connor Carrick,New Jersey Devils,Defensemen,1
Adam Larsson,Edmonton Oilers,Defensemen,1
Deryk Engelland,Vegas Golden Knights,Defensemen,1
Oscar Fantenberg,Vancouver Canucks,Defensemen,1
David Backes,Anaheim Ducks,Right Wing,1
Logan Shaw,Winnipeg Jets,Right Wing,3
Noah Gregor,San Jose Sharks,Center,3
Zac Rinaldo,Calgary Flames,Center,3
Bryan Little,Winnipeg Jets,Center,2
Jakob Lilja,Columbus Blue Jackets,Left Wing,2
Adam Erne,Detroit Red Wings,Left Wing,2
Joseph Blandisi,Pittsburgh Penguins,Center,2
Stephen Johns,Dallas Stars,Defensemen,2
Tim Heed,San Jose Sharks,Defensemen,1
Micheal Ferland,Vancouver Canucks,Left Wing,1
Dale Weise,Montreal Canadiens,Right Wing,1
Joakim Ryan,Los Angeles Kings,Defensemen,1
Matt Luff,Los Angeles Kings,Right Wing,1
Dean Kukan,Columbus Blue Jackets,Defensemen,1
Niklas Hjalmarsson,Arizona Coyotes,Defensemen,1
Jarred Tinordi,Nashville Predators,Defensemen,1
Ville Heinola,Winnipeg Jets,Defensemen,1
Riley Stillman,Florida Panthers,Defensemen,0
Patrick Russell,Edmonton Oilers,Right Wing,0
Libor Hajek,New York Rangers,Defensemen,0
Sami Niku,Winnipeg Jets,Defensemen,0
Jesper Boqvist,New Jersey Devils,Center,4
Morgan Geekie,Carolina Hurricanes,Center,3
Markus Granlund,Edmonton Oilers,Center,3
John Hayden,New Jersey Devils,Center,3
Ross Johnston,New York Islanders,Left Wing,3
Brent Seabrook,Chicago Blackhawks,Defensemen,3
Christoffer Ehn,Detroit Red Wings,Center,2
Aleksi Saarela,Florida Panthers,Center,2
Mikkel Boedker,Ottawa Senators,Left Wing,2
Phillip Di Giuseppe,New York Rangers,Left Wing,1
Martin Marincin,Toronto Maple Leafs,Defensemen,1
Cameron Gaunce,Tampa Bay Lightning,Defensemen,1
Braydon Coburn,Tampa Bay Lightning,Defensemen,1
Valentin Zykov,Vegas Golden Knights,Left Wing,1
Korbinian Holzer,Nashville Predators,Defensemen,1
Brendan Perlini,Detroit Red Wings,Left Wing,1
Josh Mahura,Anaheim Ducks,Defensemen,1
Josh Anderson,Columbus Blue Jackets,Right Wing,1
Barrett Hayton,Arizona Coyotes,Center,1
Dakota Mermis,New Jersey Devils,Defensemen,1
Alexander True,San Jose Sharks,Center,0
Carl Grundstrom,Los Angeles Kings,Right Wing,0
Erik Brannstrom,Ottawa Senators,Defensemen,0
Ilya Lyubushkin,Arizona Coyotes,Defensemen,0
Isac Lundestrom,Anaheim Ducks,Center,0
Danny DeKeyser,Detroit Red Wings,Defensemen,0
Dryden Hunt,Florida Panthers,Left Wing,0
Roman Polak,Dallas Stars,Defensemen,0
Colin Wilson,Colorado Avalanche,Center,0
Martin Kaut,Colorado Avalanche,Right Wing,2
Kieffer Bellows,New York Islanders,Left Wing,2
Stefan Matteau,Columbus Blue Jackets,Center,2
John Moore,Boston Bruins,Defensemen,2
Givani Smith,Detroit Red Wings,Right Wing,2
Austin Czarnik,Calgary Flames,Center,2
Jake Evans,Montreal Canadiens,Center,2
Andrew Peeke,Columbus Blue Jackets,Defensemen,1
Luke Witkowski,Tampa Bay Lightning,Right Wing,1
Dylan Sikura,Chicago Blackhawks,Right Wing,1
Luke Schenn,Tampa Bay Lightning,Defensemen,1
Andrew Agozzino,Anaheim Ducks,Left Wing,1
Yannick Weber,Nashville Predators,Defensemen,1
Christian Djoos,Anaheim Ducks,Defensemen,1
Dennis Gilbert,Chicago Blackhawks,Defensemen,1
Vladimir Sobotka,Buffalo Sabres,Center,1
Rasmus Asplund,Buffalo Sabres,Center,1
Rudolfs Balcers,Ottawa Senators,Left Wing,1
Mikhail Vorobyev,Philadelphia Flyers,Center,1
Adam Brooks,Toronto Maple Leafs,Center,0
Justin Abdelkader,Detroit Red Wings,Left Wing,0
Alex Biega,Detroit Red Wings,Defensemen,0
Christian Jaros,Ottawa Senators,Defensemen,0
Greg Pateryn,Minnesota Wild,Defensemen,0
Julien Gauthier,New York Rangers,Right Wing,0
Calle Rosen,Toronto Maple Leafs,Defensemen,0
Matt Irwin,Anaheim Ducks,Defensemen,0
Nic Petan,Toronto Maple Leafs,Center,0
Matt Tennyson,New Jersey Devils,Defensemen,0
Andreas Englund,Ottawa Senators,Defensemen,0
Logan O'Connor,Colorado Avalanche,Right Wing,2
Gerald Mayhew,Minnesota Wild,Center,2
Tyler Graovac,Vancouver Canucks,Center,2
Tyler Graovac,Vancouver Canucks,Center,2
Adam Johnson,Pittsburgh Penguins,Center,1
Nathan Walker,St. Louis Blues,Left Wing,1
Fredrik Claesson,New Jersey Devils,Defensemen,1
Nick Bjugstad,Pittsburgh Penguins,Center,1
Christian Folin,Montreal Canadiens,Defensemen,1
Scott Wilson,Buffalo Sabres,Left Wing,1
Cody Goloubef,Detroit Red Wings,Defensemen,1
Sam Carrick,Anaheim Ducks,Center,1
Charles Hudon,Montreal Canadiens,Left Wing,1
Nick Caamano,Dallas Stars,Right Wing,1
Daniel Sprong,Anaheim Ducks,Right Wing,1
Nicholas Merkley,New Jersey Devils,Right Wing,1
Cole Bardreau,New York Islanders,Center,1
Connor Bunnaman,Philadelphia Flyers,Center,1
Jeremy Lauzon,Boston Bruins,Defensemen,1
Ryan Poehling,Montreal Canadiens,Center,1
Matthew Peca,Ottawa Senators,Center,0
Joe Hicketts,Detroit Red Wings,Defensemen,0
Steven Kampfer,Boston Bruins,Defensemen,0
Michael McLeod,New Jersey Devils,Center,0
Sven Baertschi,Vancouver Canucks,Left Wing,0
Nico Sturm,Minnesota Wild,Center,0
Zach Senyshyn,Boston Bruins,Right Wing,0
Jacob Middleton,San Jose Sharks,Defensemen,0
Joel Persson,Edmonton Oilers,Defensemen,0
Tomas Jurco,Edmonton Oilers,Right Wing,0
Mark Barberio,Colorado Avalanche,Defensemen,0
Joel Hanley,Dallas Stars,Defensemen,0
Brandon Pirri,Vegas Golden Knights,Center,0
Xavier Ouellet,Montreal Canadiens,Defensemen,0
Colby Cave,Edmonton Oilers,Center,1
David Gustafsson,Winnipeg Jets,Center,1
Carsen Twarynski,Philadelphia Flyers,Left Wing,1
Klim Kostin,St. Louis Blues,Center,1
Anthony Angello,Pittsburgh Penguins,Center,1
Joel Kiviranta,Dallas Stars,Left Wing,1
Jani Hakanpaa,Anaheim Ducks,Defensemen,1
Troy Brouwer,St. Louis Blues,Right Wing,1
Kyle Capobianco,Arizona Coyotes,Defensemen,1
Daniel Carr,Nashville Predators,Left Wing,1
Maxim Letunov,San Jose Sharks,Center,1
Vitaly Abramov,Ottawa Senators,Left Wing,1
Andrew Ladd,New York Islanders,Left Wing,1
Joel L'Esperance,Dallas Stars,Center,1
Lukas Vejdemo,Montreal Canadiens,Center,1
Mikey Anderson,Los Angeles Kings,Defensemen,1
Miikka Salomaki,Nashville Predators,Right Wing,1
Brandon Manning,Edmonton Oilers,Defensemen,1
Patrick Brown,Vegas Golden Knights,Center,1
Micheal Haley,New York Rangers,Center,1
Gemel Smith,Tampa Bay Lightning,Center,1
Cale Fleury,Montreal Canadiens,Defensemen,1
Egor Korshkov,Toronto Maple Leafs,Right Wing,1
Buddy Robinson,Calgary Flames,Right Wing,1
Alan Quine,Calgary Flames,Center,1
David Kase,Philadelphia Flyers,Right Wing,1
Jonathan Davidsson,Ottawa Senators,Right Wing,0
Jack Studnicka,Boston Bruins,Center,0
Mathieu Olivier,Nashville Predators,Right Wing,0
Ben Street,New Jersey Devils,Center,0
Lias Andersson,New York Rangers,Center,0
Clark Bishop,Carolina Hurricanes,Center,0
Brian Lashoff,Detroit Red Wings,Defensemen,0
Peter Cehlarik,Boston Bruins,Left Wing,0
Liam Foudy,Columbus Blue Jackets,Center,0
Anton Lindholm,Colorado Avalanche,Defensemen,0
Kiefer Sherwood,Anaheim Ducks,Right Wing,0
Mason Marchment,Toronto Maple Leafs,Left Wing,0
Carl Dahlstrom,Winnipeg Jets,Defensemen,0
T.J. Tynan,Colorado Avalanche,Center,0
Paul LaDue,Los Angeles Kings,Defensemen,0
Brendan Gaunce,Boston Bruins,Center,0
Nick Seeler,Chicago Blackhawks,Defensemen,0
Lucas Carlsson,Chicago Blackhawks,Defensemen,0
Lean Bergmann,San Jose Sharks,Center,0
Ryan MacInnis,Columbus Blue Jackets,Center,0
Eetu Luostarinen,Carolina Hurricanes,Center,0
Gustav Lindstrom,Detroit Red Wings,Defensemen,0
Jonny Brodzinski,San Jose Sharks,Center,0
Gage Quinney,Vegas Golden Knights,Center,0
Tyler Benson,Edmonton Oilers,Left Wing,0
Tim Gettinger,New York Rangers,Left Wing,0
Aaron Ness,Arizona Coyotes,Defensemen,0
Jason Robertson,Dallas Stars,Left Wing,0
Mark Friedman,Philadelphia Flyers,Defensemen,0
Niko Mikkola,St. Louis Blues,Defensemen,0
Martin Fehervary,Washington Capitals,Defensemen,0
Derek Forbort,Calgary Flames,Defensemen,0
Alexander Volkov,Tampa Bay Lightning,Right Wing,0
Pontus Aberg,Toronto Maple Leafs,Left Wing,0
Timothy Liljegren,Toronto Maple Leafs,Defensemen,0
Cory Conacher,Tampa Bay Lightning,Center,0
Zach Whitecloud,Vegas Golden Knights,Defensemen,0
Chris Stewart,Philadelphia Flyers,Right Wing,0
Andy Andreoff,Philadelphia Flyers,Center,0
J.C. Beaudin,Ottawa Senators,Center,0
Jordan Gross,Arizona Coyotes,Defensemen,0
Tage Thompson,Buffalo Sabres,Right Wing,0
Josh Norris,Ottawa Senators,Center,0
Nicolas Beaudin,Chicago Blackhawks,Defensemen,0
John Gilmour,Buffalo Sabres,Defensemen,0
Karl Alzner,Montreal Canadiens,Defensemen,0
Nikolai Knyzhov,San Jose Sharks,Defensemen,0
Calvin Thurkauf,Columbus Blue Jackets,Center,0
Tyler Lewington,Washington Capitals,Defensemen,0
Anton Blidh,Boston Bruins,Left Wing,0
Andrei Chibisov,Winnipeg Jets,Right Wing,0
Jordan Szwarz,Ottawa Senators,Center,0
Otto Leskinen,Montreal Canadiens,Defensemen,0
Justin Bailey,Vancouver Canucks,Right Wing,0
William Lagesson,Edmonton Oilers,Defensemen,0
Alexandre Carrier,Nashville Predators,Defensemen,0
Luke Johnson,Minnesota Wild,Center,0
Tage Thompson,Buffalo Sabres,Right Wing,0
Cameron Hughes,Boston Bruins,Center,0
Chase De Leo,Anaheim Ducks,Center,0
Brennan Menell,Minnesota Wild,Defensemen,0
Derrick Pouliot,St. Louis Blues,Defensemen,0
Anthony Richard,Nashville Predators,Center,0
Kale Clague,Los Angeles Kings,Defensemen,0
Jake Walman,St. Louis Blues,Defensemen,0
Marko Dano,Columbus Blue Jackets,Left Wing,0
Ashton Sautner,Vancouver Canucks,Defensemen,0
Josh Jacobs,New Jersey Devils,Defensemen,0
Gustav Olofsson,Montreal Canadiens,Defensemen,0
Janne Kuokkanen,New Jersey Devils,Left Wing,0
Nikolay Goldobin,Vancouver Canucks,Right Wing,0
Paul Carey,Boston Bruins,Center,0
Samuel Morin,Philadelphia Flyers,Defensemen,0
Dalton Prout,San Jose Sharks,Defensemen,0
CJ Suess,Winnipeg Jets,Left Wing,0
Michael Chaput,Arizona Coyotes,Center,0
Steven Santini,Nashville Predators,Defensemen,0
Brandon Hagel,Chicago Blackhawks,Left Wing,0
Keegan Kolesar,Vegas Golden Knights,Right Wing,0
Thomas Di Pauli,Pittsburgh Penguins,Center,0
Tobias Bjornfot,Los Angeles Kings,Defensemen,0
Brandon Davidson,San Jose Sharks,Defensemen,0
Trevor Carrick,San Jose Sharks,Defensemen,0
Christian Wolanin,Ottawa Senators,Defensemen,0
Maxime Lajoie,Ottawa Senators,Defensemen,0
Conor Timmins,Colorado Avalanche,Defensemen,0
Sheldon Dries,Colorado Avalanche,Center,0
Kevin Connauton,Colorado Avalanche,Defensemen,0
Joona Luoto,Winnipeg Jets,Left Wing,0
Brett Seney,New Jersey Devils,Left Wing,0
Danil Yurtaykin,San Jose Sharks,Left Wing,0
Oliver Wahlstrom,New York Islanders,Right Wing,0
Urho Vaakanainen,Boston Bruins,Defensemen,0
Riley Barber,Montreal Canadiens,Right Wing,0
John Quenneville,Chicago Blackhawks,Center,0
Jean-Sebastien Dea,Buffalo Sabres,Center,0
Lukas Radil,San Jose Sharks,Center,0
Brian Gibbons,Carolina Hurricanes,Center,0
Kole Sherwood,Columbus Blue Jackets,Right Wing,0
Jake Bischoff,Vegas Golden Knights,Defensemen,0
Austin Poganski,St. Louis Blues,Right Wing,0
Zach Trotman,Pittsburgh Penguins,Defensemen,0
Josh Norris,Ottawa Senators,Center,0
Beck Malenstyn,Washington Capitals,Left Wing,0
Trent Frederic,Boston Bruins,Center,0
Dylan McIlrath,Detroit Red Wings,Defensemen,0
Kevin Gravel,Toronto Maple Leafs,Defensemen,0
Mark Letestu,Winnipeg Jets,Center,0
Gabriel Carlsson,Columbus Blue Jackets,Defensemen,0
Otto Koivula,New York Islanders,Left Wing,0
Jaret Anderson-Dolan,Los Angeles Kings,Center,0
Jayson Megna,Colorado Avalanche,Center,0
Boo Nieves,New York Rangers,Center,0
Michael Sgarbossa,Washington Capitals,Center,0
Evgeny Svechnikov,Detroit Red Wings,Right Wing,0
Anton Wedin,Chicago Blackhawks,Left Wing,0
Joachim Blichfeld,San Jose Sharks,Right Wing,0
Colton White,New Jersey Devils,Defensemen,0
Alexander Yelesin,Calgary Flames,Defensemen,0
German Rubtsov,Philadelphia Flyers,Center,0
Lawrence Pilut,Buffalo Sabres,Defensemen,0
Rhett Gardner,Dallas Stars,Center,0
Jonathan Ericsson,Detroit Red Wings,Defensemen,0
Max Veronneau,Ottawa Senators,Right Wing,0
Dalton Smith,Buffalo Sabres,Left Wing,0
Gabriel Dumont,Minnesota Wild,Center,0
